iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-SRLD53,['Urgent Assistance to Victims of Flood in Sri Lanka'],['Oxfam GB'],,"['Activity 1: Provide people with access to emergency food - 4,400 people. Activity 2: Provide people with access to safe, clean water - 1,600 people. Activity 3: Protecting people from waterborne diseases through hygiene training - 480 people.']",['LK'],,,3,,2016-01-28T01:52:37Z,"['2', '4']","['2015-03-15T00:00:00Z', '2015-06-12T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-ERIA53,['Debub Rural Water Supply and Sanitation Programme - infrastructure'],['Oxfam GB'],,"['The project contributes directly to the objectives of PIP 00295.  It plans to reduce the impact of the current drought on the target communities and increases their capacity to cope with future drought events by improving their access to safe water, sanitation and hygine promotion. It  addresses the water needs of a minimum of 15,177 people (3,407 households) and 50% of the livestock in the target areas of four sub -zones (Areza, Emnihaily, Mendefera and Debarwa) of Debub zone. The project is managed by Oxfam GB in close collaboration with the Water Resources Department (partner) and the Administration of Debub zone.']",['ER'],,,3,,2011-12-06T12:50:05Z,"['2', '4']","['2006-08-01T00:00:00Z', '2010-03-31T00:00:00Z']","['2', '3', '4', '5']","['Education and Health Care', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ERIA62,['North Red Sea Food Security Programme'],['Oxfam GB'],,"['This project is designed to address the immediate and long standing food and income security needs for the drought and war affected agro pastoralist communities in Shieb Sub zone.  The outcome of this action will be achieved through increasing agricultural production by construction of a permanent diversion canal structure (spate irrigation), access to improved seed, agricultural inputs, improved extension services and income generating opportunities. 1300 households (9,240 people  - estimate 60% women) will benefit.  OGB will manage the project in close collaboration with government partners and community groups (CBOs).']",['ER'],,,3,,2012-04-19T07:20:21Z,"['2', '4']","['2008-01-01T00:00:00Z', '2011-09-30T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ERIA66,"[""Strengthening Women's Economic Empowerment and Leadership in Eritrea""]",['Oxfam GB'],,"[""Women head 45% of the households in Eritrea, yet under -represented in decision -making, which affects their social and economic wellbeing. The high spread of poverty and the persistent drought affect gender relations. Women economic empowerment and leadership is a key direction of OGB's NCS. This project intends to strengthen the roles of women at community level through socioeconomic empowerment within a wider framework that emphasizes women empowerment, leadership and gender equality. It seeks to better organize, train and strengthen the assets base of women. It will be implemented by the National Union of Eritrean Women (NUEW).""]",['ER'],,,3,,2011-12-06T12:59:52Z,"['2', '4']","['2010-02-03T00:00:00Z', '2011-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ERIA67,['Strengthening the Role of Youth in Drought Risk Reduction'],['Oxfam GB'],,"[""The recurring drought is a major hazard in Eritrea with devastating effects on the vulnerable communities and the economy. Drought affects mostly the poor crop -dependency farmers and agro -pastoralist. To reduce the risk it is essential to focus on preparedness capacity building of the youth in Eritrea. This project aims at;  1. Improving the organization set -up and capacity of students' five clubs in pilot schools in Asmara and Serejeka in Zoba Maeake and two schools in Keren town in Anseba Zone.  2.Emproved environmental and public heath awareness among the students and the surrounding communities of pilot schools.""]",['ER'],,,3,,2011-12-06T13:00:19Z,"['2', '4']","['2009-12-01T00:00:00Z', '2011-09-30T00:00:00Z']","['1', '2']","['A Sustainable Livelihood', 'Education and Health Care']","['99', '99']",,,,,,,
GB-CHC-202918-ERIA69,"['Improving Food Security in Debub, Eritrea']",['Oxfam GB'],,"['This project is designed to address food insecurity caused by drought among small -scale agricultural producers in 16 villages located within three sub -zones (Dekemhare, Segenitti and Maiayni) in Debub zone. The project will implement integrated measures to support crops, vegetables and animal production as well as measures to promote sustainable managment of natural resources. The project will facilitate, capture and disseminate learning. It will directly benefit 9,465 households (37,860 people; 60% women).  OGB will manage the project in close collaboration with government partners and community groups.']",['ER'],,,3,,2011-12-06T13:00:54Z,"['2', '4']","['2009-12-01T00:00:00Z', '2011-09-30T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ERIA70,['Scaling up Information Dissemination on Drought Risk Reduction and Environmental'],['Oxfam GB'],,"[""The recurring drought is a major hazard in Eritrea with devastating effects on the vulnerable communities and the economy. Drought affects mostly the poor crop -dependency farmers and agro -pastoralist. To reduce the risk it is essential to focus on preparedness capacity building of the youth in Eritrea. This project aims at;  1. Improving the organization set -up and capacity of students' five clubs in  schools in Zoba Maekel,one college of Arts of Adi keih and community reserve in Embaderhoin Maekel Zone.  2.Emproved environmental and public heath awareness among the students and the surrounding communities of target schools.""]",['ER'],,,3,,2011-12-06T13:01:19Z,"['2', '4']","['2011-02-01T00:00:00Z', '2011-07-31T00:00:00Z']","['1', '2']","['A Sustainable Livelihood', 'Education and Health Care']","['99', '99']",,,,,,,
GB-CHC-202918-ERIA73,['Scaling up Information Dissemination on Drought Risk Reduction and Environmental'],['Oxfam GB'],,"[""The recurring drought is a major hazard in Eritrea with devastating effects on the vulnerable communities and the economy. Drought affects mostly the poor crop -dependency farmers and agro -pastoralist. To reduce the risk it is essential to focus on preparedness capacity building of the youth in Eritrea. This project aims at;   1. Improving the organization set -up and capacity of students' five clubs in  schools in Zoba Maekel,one college of Arts of Adi keih and community reserve in Embaderhoin Maekel Zone.   2.Emproved environmental and public heath awareness among the students and the surrounding communities of target schools.""]",['ER'],,,3,,2011-12-06T13:03:15Z,"['2', '4']","['2011-04-01T00:00:00Z', '2011-07-31T00:00:00Z']","['1', '2']","['A Sustainable Livelihood', 'Education and Health Care']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB53,['Emergency livelihoods assistance for crisis affected vulnerable population Taiz'],['Oxfam GB'],,"[""The proposed project aims at providing critically needed emergency livelihoods to support communities affected by the conflict and crisis in the targeted districts of Taiz. Only 14590 individuals (6.5%) out of the 2019 FSAC YHRP target of 221760 individuals have so far received livelihoods in the three districts. Oxfam has a comparative advantage to respond to the most vulnerable in the target districts because it has been operational in the districts providing the most needed humanitarian assistance in the form of food security, livelihoods, protection and WASH services. Oxfam will therefore easily integrate the project with its on -going WASH, and gender and protection activities to address multiple needs of target beneficiaries and increase the impact of the project. The target beneficiaries for food for asset activities are landless men and women headed households depend on agriculture -related services i.e. laborer's workforce. There will be 3 rounds or months of FFA activities during the lean season or period of approaching planting season as land preparation mainly focuses on restoration of the damaged farm due to flooding, eroded soil, and damage irrigation canal and water reservoir. While the small landholding/landowners will be targeted for cash grants and agriculture inputs. During the lean season, the men and women headed farmers will be supported by 3 months' cash grants as conditional cash transfer to prepare their farmland as criteria to qualify for beneficiaries to receive agriculture inputs and skills training.""]",['YE'],,,3,,2022-07-14T18:04:38Z,"['2', '4']","['2020-02-01T00:00:00Z', '2021-04-30T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-THAB12,['Partnership project to scale up women leadership&market devl in Deep South Y2014'],['Oxfam GB'],,"['The project will build a group of well -trained local women will be a business mentors in driving forward occupational groups of the affected women, providing ongoing business advice to improve business plan for gradual progress of production and sale. The project also pioneers 2 poverty reduction models for poor coastal communities in which women community members play an active role contributing to more sustainable livelihood and increased family income through the promotion of responsible fisheries and agriculture.']",['TH'],,,3,,2021-02-01T05:43:05Z,"['2', '4']","['2014-01-01T00:00:00Z', '2018-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-LIBA99,['DFID Results Project for Sustainable WASH in Fragile States'],['Oxfam GB'],,"['This project will contribute to the promotion of and access to improve sanitation (household toilets, improve bath/shower houses, safe waste disposal) and access to safe potable water and improved hygiene practices']",['LR'],,,3,,2022-05-04T15:42:35Z,"['2', '4']","['2014-04-07T00:00:00Z', '2018-01-31T00:00:00Z']","['2', '3', '5']","['Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-THAB17,['GRAISEA Thailand'],['Oxfam GB'],,"['The Gender Transformative & Responsible Agribusiness Investments in South East Asia (GRAISEA) project in Thailand will adopt a 3 -pronged strategy:  1)  Fisherfolk Enterprise Development – Increase efficiency and effectiveness of 2 existing and 3 new Fisherfolk community enterprises consisting of 500 fisherfolks (women leaders, better organizational management and marketing). 2)  Blue Brand standard – sustainable seafood labeling system which is accepted as the industry standard by relevant stakeholders to guarantee safe, sustainable and socially responsible seafood products. 3)  Private Sector engagement – large corporate fishery adopting Blue Brand model based on small -scale sourcing/sustainability and improved financial access for fisherfolk enterprises.']",['TH'],,,3,,2021-02-01T05:44:28Z,"['2', '4']","['2015-04-01T00:00:00Z', '2018-06-30T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
